h,ffnh,numh,numl,lr,bs,ti,target_iter,D,N,M,C,exact_N,N_add_emb,smooth loss
1024,2728,16,16,0.00157,56,17438,-1,1999929344.0,201228288,1609826304,3.22e+18,201228288,335446016,2.757295262
1024,2728,16,16,0.00174,72,19181,-1,2828353536.0,201228288,1609826304,4.55e+18,201228288,335446016,2.692566295
1024,2728,16,16,0.00194,88,22194,-1,3999891456.0,201228288,1609826304,6.44e+18,201228288,335446016,2.629472674
1024,2728,16,16,0.00216,104,26558,-1,5656641536.0,201228288,1609826304,9.11e+18,201228288,335446016,2.574039113
1024,2728,16,16,0.0024,128,30517,-1,7999848448.0,201228288,1609826304,1.29e+19,201228288,335446016,2.527345195
1024,2728,16,16,0.00267,152,36343,-1,11313430528.0,201228288,1609826304,1.82e+19,201228288,335446016,2.483183995
1024,2728,16,16,0.00297,192,40690,-1,15999959040.0,201228288,1609826304,2.58e+19,201228288,335446016,2.447173856
1024,2728,16,16,0.0033,232,47623,-1,22627401728.0,201228288,1609826304,3.64e+19,201228288,335446016,2.416743796
1024,2728,16,16,0.00367,280,55803,-1,31999672320.0,201228288,1609826304,5.15e+19,201228288,335446016,2.382839734
1024,2728,16,16,0.00409,344,64235,-1,45254328320.0,201228288,1609826304,7.29e+19,201228288,335446016,2.367744573
1024,2728,16,16,0.00455,416,75120,-1,63999836160.0,201228288,1609826304,1.03e+20,201228288,335446016,2.344119463
1024,2728,16,16,0.00506,512,86316,-1,90508886016.0,201228288,1609826304,1.46e+20,201228288,335446016,2.324348521
1024,2728,16,16,0.00563,624,100160,-1,128000000000.0,201228288,1609826304,2.06e+20,201228288,335446016,2.311402991
1024,2728,16,16,0.00699,928,134698,-1,255999000000.0,201228288,1609826304,4.12e+20,201228288,335446016,2.278510081
1024,2728,16,16,0.00141,48,14386,-1,1414201344.0,201228288,1609826304,2.28e+18,201228288,335446016,2.823288849
1024,2728,16,16,0.00628,752,117537,-1,181018000000.0,201228288,1609826304,2.91e+20,201228288,335446016,2.294599773
1024,2728,16,16,0.00778,1120,157836,-1,362038000000.0,201228288,1609826304,5.83e+20,201228288,335446016,2.269240932
