step,num_experts,d_model,num_blocks,num_heads,kqv_size,flop_increase,k,seed,routing_frequency,N,dense_parameter_count,flops_per_step,D,router_type_Dense,router_type_Hash,router_type_RL-R,router_type_S-Base,loss
0,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,10.921168259159522
10000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,3.102613905799234
20000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.956469889136686
30000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.893252106623312
40000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.85491246732255
50000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.8294107769875207
60000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.808093216704413
70000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.791433275047728
80000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.778222958574201
90000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.7647432646287164
100000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.7545535957392224
110000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.7426034071110537
120000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.733099354792509
130000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.723137208303102
140000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.7135821036172225
150000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.704623544368147
160000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.69568662581428
170000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.686220002061768
180000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.678570262222271
190000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.6705509583286773
200000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.6628912342593454
210000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.6574103347304043
220000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.651530803759028
230000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.646558558934302
240000,64,512,8,8,64,1.0,1,42,0.5,555892736.0,27279360.0,72520522792960.0,130000000000,0,0,0,1,2.6440534025468345
